2.5e-06 -0.0048828125 -0.00859375	0.027734375 0.9970703125
0.004715 0.0119140625 0.00712890625	0.01201171875 1.134765625
0.0047175 0.012109375 0.0076171875	0.01201171875 1.1357421875
0.00472 0.0119140625 0.0068359375	0.0119140625 1.134765625
0.0047225 0.0119140625 0.0072265625	0.012109375 1.1357421875
0.004725 0.01181640625 0.00703125	0.01201171875 1.134765625
0.0047275 0.01201171875 0.00751953125	0.012109375 1.134765625
0.00473 0.01181640625 0.00693359375	0.01181640625 1.134765625
0.0047325 0.0119140625 0.0072265625	0.01201171875 1.134765625
0.004735 0.0119140625 0.00712890625	0.01181640625 1.1337890625
0.0047375 0.01201171875 0.00732421875	0.0119140625 1.134765625
0.00474 0.01201171875 0.00712890625	0.0119140625 1.134765625
0.0047425 0.0119140625 0.00693359375	0.0119140625 1.134765625
0.004745 0.01181640625 0.00703125	0.01181640625 1.1337890625
0.0047475 0.0119140625 0.00712890625	0.0119140625 1.134765625
0.00475 0.0119140625 0.00712890625	0.0119140625 1.134765625
0.0047525 0.01181640625 0.0068359375	0.01201171875 1.134765625
0.004755 0.01201171875 0.007421875	0.01201171875 1.134765625
0.0047575 0.01181640625 0.00703125	0.01201171875 1.134765625
0.00476 0.0119140625 0.00732421875	0.01181640625 1.134765625
0.0047625 0.01201171875 0.00732421875	0.01201171875 1.134765625
0.004765 0.01181640625 0.00712890625	0.0119140625 1.1337890625
0.0047675 0.0119140625 0.00703125	0.01181640625 1.134765625
0.00477 0.01201171875 0.00732421875	0.0119140625 1.134765625
0.0047725 0.01171875 0.00693359375	0.0119140625 1.1337890625
0.004775 0.01181640625 0.0068359375	0.0119140625 1.134765625
0.0047775 0.01181640625 0.006640625	0.0119140625 1.134765625
0.00478 0.0119140625 0.00712890625	0.01162109375 1.1337890625
0.0047825 0.0119140625 0.00693359375	0.01181640625 1.1337890625
0.004785 0.01181640625 0.00703125	0.01181640625 1.1337890625
0.0047875 0.01171875 0.00673828125	0.01181640625 1.134765625
0.00479 0.01181640625 0.00712890625	0.01201171875 1.1357421875
0.0047925 0.0119140625 0.00712890625	0.01171875 1.1337890625
0.004795 0.01201171875 0.0076171875	0.01181640625 1.134765625
0.0047975 0.01171875 0.00693359375	0.01181640625 1.1337890625
0.0048 0.01181640625 0.00703125	0.0123046875 1.134765625
0.0048025 0.01171875 0.00693359375	0.01181640625 1.134765625
0.004805 0.0119140625 0.00712890625	0.0119140625 1.134765625
0.0048075 0.0119140625 0.00712890625	0.01181640625 1.1337890625
0.00481 0.0119140625 0.00703125	0.01162109375 1.1337890625
0.0048125 0.01171875 0.0068359375	0.01181640625 1.134765625
0.004815 0.01162109375 0.00673828125	0.01171875 1.134765625
0.0048175 0.0119140625 0.00732421875	0.01181640625 1.1337890625
0.00482 0.01181640625 0.00732421875	0.01171875 1.1337890625
0.0048225 0.01171875 0.00712890625	0.0119140625 1.134765625
0.004825 0.01171875 0.00693359375	0.01162109375 1.1337890625
0.0048275 0.01181640625 0.00693359375	0.01171875 1.1337890625
0.00483 0.01171875 0.00673828125	0.01171875 1.1328125
0.0048325 0.01162109375 0.00673828125	0.01181640625 1.1337890625
0.004835 0.01181640625 0.00712890625	0.01181640625 1.1337890625
0.0048375 0.01171875 0.00703125	0.01181640625 1.1337890625
0.00484 0.01171875 0.00693359375	0.011328125 1.1337890625
0.0048425 0.01181640625 0.00693359375	0.01171875 1.1337890625
0.004845 0.01181640625 0.007421875	0.01181640625 1.1337890625
0.0048475 0.01162109375 0.00673828125	0.01162109375 1.1337890625
0.00485 0.01181640625 0.00693359375	0.01201171875 1.134765625
0.0048525 0.01162109375 0.00673828125	0.01171875 1.1337890625
0.004855 0.01162109375 0.006640625	0.01171875 1.1337890625
0.0048575 0.01181640625 0.00703125	0.01181640625 1.134765625
0.00486 0.01171875 0.0068359375	0.0119140625 1.1328125
0.0048625 0.01181640625 0.0068359375	0.01171875 1.1337890625
0.004865 0.01162109375 0.0068359375	0.01162109375 1.1337890625
0.0048675 0.01181640625 0.0068359375	0.01162109375 1.1337890625
0.00487 0.01181640625 0.0072265625	0.01162109375 1.1337890625
0.0048725 0.01171875 0.00693359375	0.01171875 1.1337890625
0.004875 0.0115234375 0.00673828125	0.01162109375 1.1328125
0.0048775 0.01142578125 0.00625	0.01171875 1.1337890625
0.00488 0.01171875 0.00693359375	0.01181640625 1.1328125
0.0048825 0.01162109375 0.006640625	0.01181640625 1.1337890625
0.004885 0.0119140625 0.007421875	0.0115234375 1.1337890625
0.0048875 0.01162109375 0.00654296875	0.01171875 1.1337890625
0.00489 0.01162109375 0.0068359375	0.01142578125 1.1328125
0.0048925 0.01162109375 0.0068359375	0.01171875 1.1337890625
0.004895 0.01162109375 0.00634765625	0.01171875 1.1337890625
0.0048975 0.01171875 0.00673828125	0.0115234375 1.1328125
0.0049 0.01162109375 0.00693359375	0.01162109375 1.134765625
0.0049025 0.0115234375 0.0068359375	0.01162109375 1.1337890625
0.004905 0.0115234375 0.0064453125	0.01142578125 1.1328125
0.0049075 0.0115234375 0.00673828125	0.01171875 1.134765625
0.00491 0.0115234375 0.00673828125	0.01181640625 1.1328125
0.0049125 0.01162109375 0.00693359375	0.0115234375 1.1328125
0.004915 0.01201171875 0.00751953125	0.0115234375 1.1328125
0.0049175 0.01181640625 0.00703125	0.01162109375 1.1337890625
0.00492 0.01162109375 0.00712890625	0.01142578125 1.1337890625
0.0049225 0.01162109375 0.00693359375	0.01181640625 1.1337890625
0.004925 0.011328125 0.00615234375	0.01162109375 1.1328125
0.0049275 0.0115234375 0.00654296875	0.01162109375 1.1328125
0.00493 0.01162109375 0.00693359375	0.01162109375 1.1328125
0.0049325 0.0115234375 0.00673828125	0.01181640625 1.1337890625
0.004935 0.011328125 0.00654296875	0.0115234375 1.1328125
0.0049375 0.01162109375 0.006640625	0.01162109375 1.1328125
0.00494 0.01142578125 0.0064453125	0.01142578125 1.1328125
0.0049425 0.0115234375 0.0068359375	0.0115234375 1.1337890625
0.004945 0.0119140625 0.007421875	0.0115234375 1.1328125
0.0049475 0.01142578125 0.00673828125	0.01162109375 1.1337890625
0.00495 0.0115234375 0.006640625	0.01171875 1.1337890625
0.0049525 0.0115234375 0.006640625	0.0115234375 1.1328125
0.004955 0.011328125 0.005859375	0.01162109375 1.1328125
0.0049575 0.0115234375 0.0068359375	0.01162109375 1.1337890625
0.00496 0.01142578125 0.00673828125	0.01162109375 1.1328125
0.0049625 0.0115234375 0.00654296875	0.0115234375 1.1328125
0.004965 0.01142578125 0.006640625	0.0115234375 1.1328125
0.0049675 0.01142578125 0.00634765625	0.0115234375 1.1328125
0.00497 0.0115234375 0.00634765625	0.01123046875 1.1318359375
0.0049725 0.0115234375 0.00654296875	0.01171875 1.1328125
0.004975 0.01171875 0.00673828125	0.01142578125 1.1328125
0.0049775 0.0115234375 0.00654296875	0.01142578125 1.1328125
0.00498 0.01142578125 0.00673828125	0.01142578125 1.1318359375
0.0049825 0.01142578125 0.00654296875	0.0115234375 1.1318359375
0.004985 0.01142578125 0.00634765625	0.01142578125 1.1328125
0.0049875 0.011328125 0.00634765625	0.01142578125 1.1328125
0.00499 0.0115234375 0.00654296875	0.011328125 1.1328125
0.0049925 0.011328125 0.00625	0.01142578125 1.1328125
0.004995 0.01142578125 0.0068359375	0.011328125 1.1328125
0.0049975 0.01142578125 0.00654296875	0.01142578125 1.1328125
0.005 0.01142578125 0.006640625	0.01162109375 1.1328125
0.0050025 0.0115234375 0.00673828125	0.01142578125 1.1328125
0.005005 0.011328125 0.00634765625	0.01142578125 1.1328125
0.0050075 0.0115234375 0.00673828125	0.01123046875 1.1318359375
0.00501 0.01142578125 0.00654296875	0.0115234375 1.1337890625
0.0050125 0.011328125 0.006640625	0.01142578125 1.1328125
0.005015 0.011328125 0.0064453125	0.01142578125 1.1328125
0.0050175 0.011328125 0.0060546875	0.011328125 1.1328125
0.00502 0.011328125 0.0064453125	0.0115234375 1.1328125
0.0050225 0.011328125 0.00634765625	0.01142578125 1.1328125
0.005025 0.01162109375 0.0068359375	0.01142578125 1.1328125
0.0050275 0.011328125 0.0064453125	0.0115234375 1.1328125
0.00503 0.011328125 0.0064453125	0.011328125 1.1328125
0.0050325 0.011328125 0.0064453125	0.011328125 1.1328125
0.005035 0.01142578125 0.00634765625	0.0115234375 1.1328125
0.0050375 0.01123046875 0.0064453125	0.01142578125 1.1328125
0.00504 0.01142578125 0.00654296875	0.01123046875 1.1318359375
0.0050425 0.01123046875 0.0064453125	0.0115234375 1.1328125
0.005045 0.011328125 0.00654296875	0.011328125 1.1328125
0.0050475 0.011328125 0.00654296875	0.011328125 1.1318359375
0.00505 0.01142578125 0.00634765625	0.01123046875 1.1328125
0.0050525 0.01142578125 0.00654296875	0.01142578125 1.1328125
0.005055 0.01142578125 0.006640625	0.0111328125 1.1318359375
0.0050575 0.01142578125 0.0068359375	0.01123046875 1.1318359375
0.00506 0.011328125 0.00654296875	0.011328125 1.1318359375
0.0050625 0.01142578125 0.00634765625	0.01142578125 1.1318359375
0.005065 0.0111328125 0.00615234375	0.01123046875 1.1328125
0.0050675 0.01123046875 0.00634765625	0.01123046875 1.1318359375
0.00507 0.01123046875 0.00615234375	0.01123046875 1.1318359375
0.0050725 0.011328125 0.00625	0.01142578125 1.1328125
0.005075 0.0111328125 0.00595703125	0.011328125 1.1328125
0.0050775 0.011328125 0.00654296875	0.01123046875 1.1318359375
0.00508 0.011328125 0.0064453125	0.01123046875 1.1318359375
0.0050825 0.01123046875 0.00625	0.0111328125 1.1318359375
0.005085 0.011328125 0.00634765625	0.01142578125 1.1318359375
0.0050875 0.011328125 0.00634765625	0.011328125 1.1318359375
0.00509 0.0111328125 0.00634765625	0.01123046875 1.1318359375
0.0050925 0.01123046875 0.0064453125	0.01123046875 1.1318359375
0.005095 0.01142578125 0.0064453125	0.01142578125 1.1328125
0.0050975 0.011328125 0.00654296875	0.011328125 1.1318359375
0.0051 0.01123046875 0.00654296875	0.011328125 1.1318359375
0.0051025 0.011328125 0.006640625	0.011328125 1.1318359375
0.005105 0.0115234375 0.00693359375	0.011328125 1.1318359375
0.0051075 0.0111328125 0.00615234375	0.01103515625 1.1318359375
0.00511 0.01123046875 0.00615234375	0.011328125 1.1318359375
0.0051125 0.0111328125 0.00625	0.01123046875 1.1318359375
0.005115 0.01123046875 0.0064453125	0.01103515625 1.1318359375
0.0051175 0.0111328125 0.00615234375	0.01123046875 1.1318359375
0.00512 0.0111328125 0.00615234375	0.011328125 1.1318359375
0.0051225 0.01123046875 0.0064453125	0.01123046875 1.1318359375
0.005125 0.01103515625 0.00615234375	0.011328125 1.1318359375
0.0051275 0.01142578125 0.0064453125	0.0111328125 1.1318359375
0.00513 0.01123046875 0.00634765625	0.011328125 1.1318359375
0.0051325 0.0111328125 0.00625	0.0111328125 1.1318359375
0.005135 0.01103515625 0.00595703125	0.01142578125 1.1318359375
0.0051375 0.01123046875 0.00615234375	0.01123046875 1.1318359375
0.00514 0.0111328125 0.00625	0.0111328125 1.1318359375
0.0051425 0.01123046875 0.00615234375	0.0111328125 1.1318359375
0.005145 0.01103515625 0.00576171875	0.01103515625 1.130859375
0.0051475 0.011328125 0.00654296875	0.01103515625 1.1318359375
0.00515 0.01123046875 0.00625	0.01123046875 1.1318359375
0.0051525 0.011328125 0.00654296875	0.01123046875 1.1318359375
0.005155 0.01123046875 0.00625	0.0111328125 1.1318359375
0.0051575 0.01123046875 0.0064453125	0.01103515625 1.130859375
0.00516 0.01103515625 0.00595703125	0.0111328125 1.1318359375
0.0051625 0.01123046875 0.00625	0.0111328125 1.130859375
0.005165 0.0111328125 0.0060546875	0.0111328125 1.130859375
0.0051675 0.0111328125 0.00625	0.01103515625 1.1318359375
0.00517 0.01103515625 0.00615234375	0.0111328125 1.1318359375
0.0051725 0.01103515625 0.00615234375	0.0111328125 1.1318359375
0.005175 0.01103515625 0.00615234375	0.01103515625 1.1318359375
0.0051775 0.01123046875 0.0064453125	0.01103515625 1.1318359375
0.00518 0.01123046875 0.00654296875	0.01103515625 1.1318359375
0.0051825 0.0111328125 0.00615234375	0.01123046875 1.1318359375
0.005185 0.0111328125 0.00625	0.01103515625 1.130859375
0.0051875 0.01103515625 0.00615234375	0.011328125 1.1318359375
0.00519 0.0111328125 0.00625	0.0111328125 1.130859375
0.0051925 0.0111328125 0.00615234375	0.01103515625 1.130859375
0.005195 0.0111328125 0.00634765625	0.0111328125 1.1318359375
0.0051975 0.01103515625 0.00625	0.0107421875 1.130859375
0.0052 0.01123046875 0.00615234375	0.0109375 1.130859375
0.0052025 0.0111328125 0.0064453125	0.01103515625 1.1318359375
0.005205 0.0111328125 0.0064453125	0.0109375 1.1318359375
0.0052075 0.01103515625 0.00615234375	0.0115234375 1.1337890625
0.00521 0.01103515625 0.0060546875	0.0111328125 1.1318359375
0.0052125 0.01103515625 0.00625	0.01103515625 1.1318359375
0.005215 0.0109375 0.00625	0.01103515625 1.1318359375
0.0052175 0.0109375 0.0060546875	0.0111328125 1.130859375
0.00522 0.0109375 0.00595703125	0.01103515625 1.1318359375
0.0052225 0.01103515625 0.00615234375	0.01103515625 1.130859375
0.005225 0.01103515625 0.00625	0.01103515625 1.130859375
0.0052275 0.0109375 0.005859375	0.01083984375 1.1318359375
0.00523 0.01083984375 0.005859375	0.01103515625 1.1318359375
0.0052325 0.0109375 0.0060546875	0.0111328125 1.1318359375
0.005235 0.0109375 0.00595703125	0.0109375 1.130859375
0.0052375 0.01103515625 0.00625	0.01103515625 1.1298828125
0.00524 0.01103515625 0.00595703125	0.0111328125 1.130859375
0.0052425 0.0109375 0.0060546875	0.01103515625 1.130859375
0.005245 0.01103515625 0.00595703125	0.01103515625 1.130859375
0.0052475 0.01103515625 0.00615234375	0.010546875 1.130859375
0.00525 0.01103515625 0.0060546875	0.0109375 1.130859375
0.0052525 0.010546875 0.005078125	0.0109375 1.130859375
0.005255 0.01064453125 0.00546875	0.01103515625 1.130859375
0.0052575 0.01083984375 0.00595703125	0.0115234375 1.1318359375
0.00526 0.0109375 0.00595703125	0.01103515625 1.130859375
0.0052625 0.01083984375 0.00625	0.0109375 1.130859375
0.005265 0.0109375 0.00576171875	0.01103515625 1.130859375
0.0052675 0.01103515625 0.00615234375	0.01083984375 1.1298828125
0.00527 0.0109375 0.005859375	0.01083984375 1.130859375
0.0052725 0.0115234375 0.0076171875	0.0109375 1.130859375
0.005275 0.01103515625 0.0060546875	0.0109375 1.130859375
0.0052775 0.01083984375 0.00595703125	0.0109375 1.130859375
0.00528 0.01103515625 0.00595703125	0.01103515625 1.130859375
0.0052825 0.0107421875 0.00556640625	0.01083984375 1.130859375
0.005285 0.01083984375 0.0060546875	0.0109375 1.130859375
0.0052875 0.01083984375 0.005859375	0.0111328125 1.1298828125
0.00529 0.01083984375 0.0060546875	0.0109375 1.130859375
0.0052925 0.0107421875 0.00576171875	0.01083984375 1.130859375
0.005295 0.01083984375 0.00615234375	0.01083984375 1.1298828125
0.0052975 0.0109375 0.0060546875	0.01083984375 1.1318359375
0.0053 0.0109375 0.0060546875	0.01083984375 1.1298828125
0.0053025 0.0109375 0.00595703125	0.0109375 1.1298828125
0.005305 0.01064453125 0.00556640625	0.0109375 1.130859375
0.0053075 0.01083984375 0.00576171875	0.01103515625 1.130859375
0.00531 0.01083984375 0.00595703125	0.0109375 1.130859375
0.0053125 0.01044921875 0.0046875	0.0107421875 1.1298828125
0.005315 0.01083984375 0.0060546875	0.01083984375 1.130859375
0.0053175 0.0107421875 0.00576171875	0.0109375 1.130859375
0.00532 0.0109375 0.00634765625	0.0107421875 1.1298828125
0.0053225 0.0107421875 0.0060546875	0.01083984375 1.1298828125
0.005325 0.0109375 0.00615234375	0.0107421875 1.1298828125
0.0053275 0.01083984375 0.0056640625	0.0111328125 1.130859375
0.00533 0.01064453125 0.0056640625	0.01083984375 1.1298828125
0.0053325 0.0111328125 0.00654296875	0.01103515625 1.130859375
0.005335 0.0107421875 0.0056640625	0.01083984375 1.130859375
0.0053375 0.0107421875 0.00576171875	0.01064453125 1.1298828125
0.00534 0.0107421875 0.005859375	0.01083984375 1.1298828125
0.0053425 0.0109375 0.0056640625	0.0109375 1.1298828125
0.005345 0.0109375 0.005859375	0.0107421875 1.1298828125
0.0053475 0.0107421875 0.00576171875	0.01083984375 1.1298828125
0.00535 0.01064453125 0.0056640625	0.0107421875 1.1298828125
0.0053525 0.01064453125 0.00595703125	0.01083984375 1.1298828125
0.005355 0.01064453125 0.00556640625	0.0107421875 1.1298828125
0.0053575 0.0107421875 0.00576171875	0.0107421875 1.1298828125
0.00536 0.01083984375 0.005859375	0.0107421875 1.1298828125
0.0053625 0.0109375 0.00625	0.0107421875 1.130859375
0.005365 0.0107421875 0.00576171875	0.01083984375 1.1298828125
0.0053675 0.01083984375 0.00576171875	0.0109375 1.130859375
0.00537 0.01083984375 0.00595703125	0.01083984375 1.1298828125
0.0053725 0.0107421875 0.0056640625	0.01083984375 1.1298828125
0.005375 0.01083984375 0.0060546875	0.01083984375 1.1298828125
0.0053775 0.01064453125 0.00546875	0.01064453125 1.1298828125
0.00538 0.010546875 0.00537109375	0.01083984375 1.1298828125
0.0053825 0.010546875 0.00546875	0.01083984375 1.1298828125
0.005385 0.01064453125 0.00576171875	0.01064453125 1.1298828125
0.0053875 0.0107421875 0.00576171875	0.0107421875 1.1298828125
0.00539 0.0107421875 0.00576171875	0.0107421875 1.1298828125
0.0053925 0.0107421875 0.00595703125	0.01064453125 1.1298828125
0.005395 0.0107421875 0.0060546875	0.0107421875 1.1298828125
0.0053975 0.0107421875 0.00556640625	0.01064453125 1.1298828125
0.0054 0.0107421875 0.0056640625	0.01083984375 1.1298828125
0.0054025 0.010546875 0.0052734375	0.0107421875 1.1298828125
0.005405 0.01064453125 0.00576171875	0.010546875 1.1298828125
0.0054075 0.01064453125 0.0056640625	0.0107421875 1.1298828125
0.00541 0.01064453125 0.0056640625	0.01064453125 1.1298828125
0.0054125 0.0107421875 0.005859375	0.01064453125 1.1298828125
0.005415 0.0107421875 0.00595703125	0.0107421875 1.1298828125
0.0054175 0.01064453125 0.0056640625	0.0107421875 1.1298828125
0.00542 0.0107421875 0.00576171875	0.0107421875 1.1298828125
0.0054225 0.01064453125 0.00576171875	0.01064453125 1.1298828125
0.005425 0.0107421875 0.00576171875	0.0107421875 1.1298828125
0.0054275 0.01064453125 0.0056640625	0.0109375 1.130859375
0.00543 0.01083984375 0.0060546875	0.010546875 1.12890625
0.0054325 0.01044921875 0.00537109375	0.01064453125 1.1298828125
0.005435 0.01083984375 0.005859375	0.0107421875 1.1298828125
0.0054375 0.010546875 0.0056640625	0.01083984375 1.1298828125
0.00544 0.01044921875 0.00537109375	0.01064453125 1.12890625
0.0054425 0.01044921875 0.00517578125	0.01064453125 1.12890625
0.005445 0.01064453125 0.005859375	0.010546875 1.1298828125
0.0054475 0.01064453125 0.00546875	0.01064453125 1.1298828125
0.00545 0.01064453125 0.0056640625	0.01064453125 1.1298828125
0.0054525 0.0107421875 0.005859375	0.01064453125 1.1298828125
0.005455 0.01064453125 0.0056640625	0.0103515625 1.12890625
0.0054575 0.010546875 0.00576171875	0.01064453125 1.1298828125
0.00546 0.010546875 0.0056640625	0.010546875 1.12890625
0.0054625 0.0107421875 0.00595703125	0.01064453125 1.1298828125
0.005465 0.01064453125 0.00556640625	0.010546875 1.12890625
0.0054675 0.010546875 0.00556640625	0.0103515625 1.12890625
0.00547 0.01064453125 0.005859375	0.01064453125 1.1298828125
0.0054725 0.01083984375 0.0060546875	0.01064453125 1.1298828125
0.005475 0.01064453125 0.0056640625	0.010546875 1.12890625
0.0054775 0.01064453125 0.00576171875	0.01064453125 1.12890625
0.00548 0.01083984375 0.0060546875	0.01044921875 1.12890625
0.0054825 0.010546875 0.0056640625	0.01064453125 1.12890625
0.005485 0.010546875 0.00556640625	0.01044921875 1.12890625
0.0054875 0.01064453125 0.00556640625	0.010546875 1.12890625
